"agency_key","state","agency","source","observed_on","detail"
"jacksonvillesheriffsoffice","FLORIDA","Jacksonville Sheriff's Office","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2008-07-08"
"cobbcountysheriffsoffice","GEORGIA","Cobb County Sheriff's Office","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2007-02-13"
"georgiadepartmentofpublicsafety","GEORGIA","Georgia Department of Public Safety","ICE fact-sheet roster","2012-10-02","Task Force; signed 2007-07-27"
"gwinnettcountysheriffsoffice","GEORGIA","Gwinnett County Sheriff's Office","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2009-10-15"
"hallcountysheriffsoffice","GEORGIA","Hall County Sheriff's Office","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2008-02-29"
"whitfieldcountysheriffsoffice","GEORGIA","Whitfield County Sheriff's Office","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2008-02-04"
"frederickcountysheriffsoffice","MARYLAND","Frederick County Sheriff's Office","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2008-02-06"
"massachusettsdepartmentofcorrections","MASSACHUSETTS","Massachusetts Department of Corrections","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2007-03-26"
"minnesotadepartmentofpublicsafety","MINNESOTA","Minnesota Department of Public Safety","ICE fact-sheet roster","2012-10-02","Task Force; signed 2008-09-22"
"missouristatehighwaypatrol","MISSOURI","Missouri State Highway Patrol","ICE fact-sheet roster","2012-10-02","Task Force; signed 2008-06-25"
"lasvegasmetropolitanpolicedepartment","NEVADA","Las Vegas Metropolitan Police Department","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2008-09-08"
"hudsoncountydepartmentofcorrections","NEW JERSEY","Hudson County Department of Corrections","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2008-08-11"
"monmouthcountysheriffsoffice","NEW JERSEY","Monmouth County Sheriff's Office","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2009-10-15"
"newmexicodepartmentofcorrections","NEW MEXICO","New Mexico Department of Corrections","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2007-09-17"
"alamancecountysheriffsoffice","NORTH CAROLINA","Alamance County Sheriff's Office","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2007-01-10"
"cabarruscountysheriffsoffice","NORTH CAROLINA","Cabarrus County Sheriff's Office","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2007-08-02"
"durhampolicedepartment","NORTH CAROLINA","City of Durham Police Department","ICE fact-sheet roster","2012-10-02","Task Force; signed 2008-02-01"
"gastoncountysheriffsoffice","NORTH CAROLINA","Gaston County Sheriff's Office","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2007-02-22"
"hendersoncountysheriffsoffice","NORTH CAROLINA","Henderson County Sheriff's Office","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2008-06-25"
"mecklenburgcountysheriffsoffice","NORTH CAROLINA","Mecklenburg County Sheriff's Office","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2006-02-27"
"wakecountysheriffsoffice","NORTH CAROLINA","Wake County Sheriff's Office","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2008-06-25"
"butlercountysheriffsoffice","OHIO","Butler County Sheriff's Office","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2008-02-05"
"tulsacountysheriffsoffice","OKLAHOMA","Tulsa County Sheriff's Office","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2007-08-06"
"beaufortcountysheriffsoffice","SOUTH CAROLINA","Beaufort County Sheriff's Office","ICE fact-sheet roster","2012-10-02","Task Force; signed 2008-06-25"
"charlestoncountysheriffsoffice","SOUTH CAROLINA","Charleston County Sheriff's Office","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2009-11-09"
"lexingtoncountysheriffsoffice","SOUTH CAROLINA","Lexington County Sheriff's Office","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2010-08-19"
"yorkcountysheriffsoffice","SOUTH CAROLINA","York County Sheriff's Office","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2007-10-16"
"davidsoncountysheriffsoffice","TENNESSEE","Davidson County Sheriff's Office","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2007-02-21"
"tennesseehighwaypatroldepartmentofsafety","TENNESSEE","Tennessee Highway Patrol / Department of Safety","ICE fact-sheet roster","2012-10-02","Task Force; signed 2008-06-25"
"carrolltonpolicedepartment","TEXAS","Carrollton Police Department","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2008-08-12"
"farmersbranchpolicedepartment","TEXAS","Farmers Branch Police Department","ICE fact-sheet roster","2012-10-02","Task Force; signed 2008-07-08"
"harriscountysheriffsoffice","TEXAS","Harris County Sheriff's Office","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2008-07-20"
"washingtoncountysheriffsoffice","UTAH","Washington County Sheriff Office","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2008-09-22"
"webercountysheriffsoffice","UTAH","Weber County Sheriff's Office","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2008-09-22"
"herndonpolicedepartment","VIRGINIA","Herndon Police Department","ICE fact-sheet roster","2012-10-02","Task Force; signed 2007-03-21"
"loudouncountysheriffsoffice","VIRGINIA","Loudoun County Sheriff's Office","ICE fact-sheet roster","2012-10-02","Task Force; signed 2008-06-25"
"manassasparkpolicedepartment","VIRGINIA","Manassas Park Police Department","ICE fact-sheet roster","2012-10-02","Task Force; signed 2008-03-10"
"manassaspolicedepartment","VIRGINIA","Manassas Police Department","ICE fact-sheet roster","2012-10-02","Task Force; signed 2008-03-05"
"princewilliamcountypolicedepartment","VIRGINIA","Prince William County Police Department","ICE fact-sheet roster","2012-10-02","Task Force; signed 2008-02-26"
"princewilliamcountysheriffsoffice","VIRGINIA","Prince William County Sheriff's Office","ICE fact-sheet roster","2012-10-02","Task Force; signed 2008-02-26"
"princewilliammanassasregionaljail","VIRGINIA","Prince William-Manassas Regional Jail","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2007-07-09"
"rockinghamcountysheriffsoffice","VIRGINIA","Rockingham County Sheriff's Office","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2007-04-25"
"shenandoahcountysheriffsoffice","VIRGINIA","Shenandoah County Sheriff's Office","ICE fact-sheet roster","2012-10-02","Jail Enforcement; signed 2007-05-10"
"etowahcountysheriffsoffice","ALABAMA","Etowah County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2008-07-08"
"arizonadepartmentofcorrections","ARIZONA","Arizona Department of Corrections","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2005-09-16"
"mesapolicedepartment","ARIZONA","City of Mesa Police Department","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2009-11-19"
"pinalcountysheriffsoffice","ARIZONA","Pinal County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2008-03-10"
"yavapaicountysheriffsoffice","ARIZONA","Yavapai County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2008-03-10"
"bentoncountysheriffsoffice","ARKANSAS","Benton County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2007-09-26"
"springdalepolicedepartment","ARKANSAS","City of Springdale Police Department","ICE fact-sheet roster","2012-10-16","Task Force; signed 2007-09-26"
"rogerspolicedepartment","ARKANSAS","Rogers Police Department","ICE fact-sheet roster","2012-10-16","Task Force; signed 2007-09-25"
"washingtoncountysheriffsoffice","ARKANSAS","Washington County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2007-09-26"
"losangelescountysheriffsoffice","CALIFORNIA","Los Angeles County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2005-02-01"
"orangecountysheriffsoffice","CALIFORNIA","Orange County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2006-11-02"
"riversidecountysheriffsoffice","CALIFORNIA","Riverside County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2006-04-28"
"sanbernardinocountysheriffsoffice","CALIFORNIA","San Bernardino County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2005-11-19"
"coloradodepartmentofpublicsafety","COLORADO","Colorado Department of Public Safety","ICE fact-sheet roster","2012-10-16","Task Force; signed 2007-03-29"
"elpasocountysheriffsoffice","COLORADO","El Paso County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2007-05-17"
"danburypolicedepartment","CONNECTICUT","City of Danbury Police Department","ICE fact-sheet roster","2012-10-16","Task Force; signed 2009-10-15"
"baycountysheriffsoffice","FLORIDA","Bay County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Task Force; signed 2008-06-15"
"colliercountysheriffsoffice","FLORIDA","Collier County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2007-08-06"
"floridadepartmentoflawenforcement","FLORIDA","Florida Department of Law Enforcement","ICE fact-sheet roster","2012-10-16","Task Force; signed 2002-07-02"
"jacksonvillesheriffsoffice","FLORIDA","Jacksonville Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2008-07-08"
"cobbcountysheriffsoffice","GEORGIA","Cobb County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2007-02-13"
"georgiadepartmentofpublicsafety","GEORGIA","Georgia Department of Public Safety","ICE fact-sheet roster","2012-10-16","Task Force; signed 2007-07-27"
"gwinnettcountysheriffsoffice","GEORGIA","Gwinnett County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2009-10-15"
"hallcountysheriffsoffice","GEORGIA","Hall County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2008-02-29"
"whitfieldcountysheriffsoffice","GEORGIA","Whitfield County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2008-02-04"
"frederickcountysheriffsoffice","MARYLAND","Frederick County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2008-02-06"
"massachusettsdepartmentofcorrections","MASSACHUSETTS","Massachusetts Department of Correction","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2007-03-26"
"lasvegasmetropolitanpolicedepartment","NEVADA","Las Vegas Metropolitan Police Department","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2008-09-08"
"hudsoncountydepartmentofcorrections","NEW JERSEY","Hudson County Department of Corrections","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2008-08-11"
"monmouthcountysheriffsoffice","NEW JERSEY","Monmouth County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2009-10-15"
"newmexicodepartmentofcorrections","NEW MEXICO","New Mexico Department of Corrections","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2007-09-17"
"cabarruscountysheriffsoffice","NORTH CAROLINA","Cabarrus County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2007-08-02"
"durhampolicedepartment","NORTH CAROLINA","City of Durham Police Department","ICE fact-sheet roster","2012-10-16","Task Force; signed 2008-02-01"
"gastoncountysheriffsoffice","NORTH CAROLINA","Gaston County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2007-02-22"
"hendersoncountysheriffsoffice","NORTH CAROLINA","Henderson County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2008-06-25"
"mecklenburgcountysheriffsoffice","NORTH CAROLINA","Mecklenburg County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2006-02-27"
"wakecountysheriffsoffice","NORTH CAROLINA","Wake County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2008-06-25"
"butlercountysheriffsoffice","OHIO","Butler County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2008-02-05"
"tulsacountysheriffsoffice","OKLAHOMA","Tulsa County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2007-08-06"
"beaufortcountysheriffsoffice","SOUTH CAROLINA","Beaufort County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Task Force; signed 2008-06-25"
"charlestoncountysheriffsoffice","SOUTH CAROLINA","Charleston County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2009-11-09"
"lexingtoncountysheriffsoffice","SOUTH CAROLINA","Lexington County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2010-08-19"
"yorkcountysheriffsoffice","SOUTH CAROLINA","York County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2007-10-16"
"tennesseehighwaypatroldepartmentofsafety","TENNESSEE","Tennessee Highway Patrol / Department of Safety","ICE fact-sheet roster","2012-10-16","Task Force; signed 2008-06-25"
"carrolltonpolicedepartment","TEXAS","Carrollton Police Department","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2008-08-12"
"farmersbranchpolicedepartment","TEXAS","Farmers Branch Police Department","ICE fact-sheet roster","2012-10-16","Task Force; signed 2008-07-08"
"harriscountysheriffsoffice","TEXAS","Harris County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2008-07-20"
"washingtoncountysheriffsoffice","UTAH","Washington County Sheriff Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2008-09-22"
"webercountysheriffsoffice","UTAH","Weber County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2008-09-22"
"herndonpolicedepartment","VIRGINIA","Herndon Police Department","ICE fact-sheet roster","2012-10-16","Task Force; signed 2007-03-21"
"loudouncountysheriffsoffice","VIRGINIA","Loudoun County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Task Force; signed 2008-06-25"
"manassasparkpolicedepartment","VIRGINIA","Manassas Park Police Department","ICE fact-sheet roster","2012-10-16","Task Force; signed 2008-03-10"
"manassaspolicedepartment","VIRGINIA","Manassas Police Department","ICE fact-sheet roster","2012-10-16","Task Force; signed 2008-03-05"
"princewilliamcountypolicedepartment","VIRGINIA","Prince William County Police Department","ICE fact-sheet roster","2012-10-16","Task Force; signed 2008-02-26"
"princewilliamcountysheriffsoffice","VIRGINIA","Prince William County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Task Force; signed 2008-02-26"
"princewilliammanassasregionaljail","VIRGINIA","Prince William-Manassas Regional Jail","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2007-07-09"
"shenandoahcountysheriffsoffice","VIRGINIA","Shenandoah County Sheriff's Office","ICE fact-sheet roster","2012-10-16","Jail Enforcement; signed 2007-05-10"
"etowahcountysheriffsoffice","ALABAMA","Etowah County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-07-08"
"arizonadepartmentofcorrections","ARIZONA","Arizona Department of Corrections","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2005-09-16"
"mesapolicedepartment","ARIZONA","City of Mesa Police Department","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2009-11-19"
"pinalcountysheriffsoffice","ARIZONA","Pinal County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-03-10"
"yavapaicountysheriffsoffice","ARIZONA","Yavapai County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-03-10"
"bentoncountysheriffsoffice","ARKANSAS","Benton County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2007-09-26"
"washingtoncountysheriffsoffice","ARKANSAS","Washington County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2007-09-26"
"losangelescountysheriffsoffice","CALIFORNIA","Los Angeles County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2005-02-01"
"orangecountysheriffsoffice","CALIFORNIA","Orange County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2006-11-02"
"riversidecountysheriffsoffice","CALIFORNIA","Riverside County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2006-04-28"
"sanbernardinocountysheriffsoffice","CALIFORNIA","San Bernardino County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2005-11-19"
"elpasocountysheriffsoffice","COLORADO","El Paso County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2007-05-17"
"colliercountysheriffsoffice","FLORIDA","Collier County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2007-08-06"
"jacksonvillesheriffsoffice","FLORIDA","Jacksonville Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-07-08"
"cobbcountysheriffsoffice","GEORGIA","Cobb County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2007-02-13"
"gwinnettcountysheriffsoffice","GEORGIA","Gwinnett County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2009-10-15"
"hallcountysheriffsoffice","GEORGIA","Hall County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-02-29"
"whitfieldcountysheriffsoffice","GEORGIA","Whitfield County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-02-04"
"frederickcountysheriffsoffice","MARYLAND","Frederick County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-02-06"
"massachusettsdepartmentofcorrections","MASSACHUSETTS","Massachusetts Department of Correction","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2007-03-26"
"lasvegasmetropolitanpolicedepartment","NEVADA","Las Vegas Metropolitan Police Department","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-09-08"
"hudsoncountydepartmentofcorrections","NEW JERSEY","Hudson County Department of Corrections","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-08-11"
"monmouthcountysheriffsoffice","NEW JERSEY","Monmouth County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2009-10-15"
"newmexicodepartmentofcorrections","NEW MEXICO","New Mexico Department of Corrections","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2007-09-17"
"cabarruscountysheriffsoffice","NORTH CAROLINA","Cabarrus County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2007-08-02"
"gastoncountysheriffsoffice","NORTH CAROLINA","Gaston County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2007-02-22"
"hendersoncountysheriffsoffice","NORTH CAROLINA","Henderson County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-06-25"
"mecklenburgcountysheriffsoffice","NORTH CAROLINA","Mecklenburg County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2006-02-27"
"wakecountysheriffsoffice","NORTH CAROLINA","Wake County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-06-25"
"butlercountysheriffsoffice","OHIO","Butler County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-02-05"
"tulsacountysheriffsoffice","OKLAHOMA","Tulsa County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2007-08-06"
"charlestoncountysheriffsoffice","SOUTH CAROLINA","Charleston County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2009-11-09"
"lexingtoncountysheriffsoffice","SOUTH CAROLINA","Lexington County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2010-08-19"
"yorkcountysheriffsoffice","SOUTH CAROLINA","York County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2007-10-16"
"carrolltonpolicedepartment","TEXAS","Carrollton Police Department","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-08-12"
"harriscountysheriffsoffice","TEXAS","Harris County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-07-20"
"webercountysheriffsoffice","UTAH","Weber County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-09-22"
"princewilliammanassasregionaljail","VIRGINIA","Prince William-Manassas Regional Jail","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2007-07-09"
"shenandoahcountysheriffsoffice","VIRGINIA","Shenandoah County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2007-05-10"
"etowahcountysheriffsoffice","ALABAMA","Etowah County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-07-08"
"arizonadepartmentofcorrections","ARIZONA","Arizona Department of Corrections","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2005-09-16"
"mesapolicedepartment","ARIZONA","City of Mesa Police Department","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2009-11-19"
"pinalcountysheriffsoffice","ARIZONA","Pinal County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-03-10"
"yavapaicountysheriffsoffice","ARIZONA","Yavapai County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-03-10"
"bentoncountysheriffsoffice","ARKANSAS","Benton County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2007-09-26"
"washingtoncountysheriffsoffice","ARKANSAS","Washington County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2007-09-26"
"losangelescountysheriffsoffice","CALIFORNIA","Los Angeles County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2005-02-01"
"orangecountysheriffsoffice","CALIFORNIA","Orange County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2006-11-02"
"riversidecountysheriffsoffice","CALIFORNIA","Riverside County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2006-04-28"
"sanbernardinocountysheriffsoffice","CALIFORNIA","San Bernardino County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2005-11-19"
"elpasocountysheriffsoffice","COLORADO","El Paso County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2007-05-17"
"colliercountysheriffsoffice","FLORIDA","Collier County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2007-08-06"
"jacksonvillesheriffsoffice","FLORIDA","Jacksonville Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-07-08"
"cobbcountysheriffsoffice","GEORGIA","Cobb County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2007-02-13"
"gwinnettcountysheriffsoffice","GEORGIA","Gwinnett County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2009-10-15"
"hallcountysheriffsoffice","GEORGIA","Hall County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-02-29"
"whitfieldcountysheriffsoffice","GEORGIA","Whitfield County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-02-04"
"frederickcountysheriffsoffice","MARYLAND","Frederick County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-02-06"
"massachusettsdepartmentofcorrections","MASSACHUSETTS","Massachusetts Department of Correction","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2007-03-26"
"lasvegasmetropolitanpolicedepartment","NEVADA","Las Vegas Metropolitan Police Department","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-09-08"
"hudsoncountydepartmentofcorrections","NEW JERSEY","Hudson County Department of Corrections","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-08-11"
"monmouthcountysheriffsoffice","NEW JERSEY","Monmouth County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2009-10-15"
"newmexicodepartmentofcorrections","NEW MEXICO","New Mexico Department of Corrections","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2007-09-17"
"cabarruscountysheriffsoffice","NORTH CAROLINA","Cabarrus County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2007-08-02"
"gastoncountysheriffsoffice","NORTH CAROLINA","Gaston County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2007-02-22"
"hendersoncountysheriffsoffice","NORTH CAROLINA","Henderson County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-06-25"
"mecklenburgcountysheriffsoffice","NORTH CAROLINA","Mecklenburg County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2006-02-27"
"wakecountysheriffsoffice","NORTH CAROLINA","Wake County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-06-25"
"butlercountysheriffsoffice","OHIO","Butler County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-02-05"
"tulsacountysheriffsoffice","OKLAHOMA","Tulsa County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2007-08-06"
"charlestoncountysheriffsoffice","SOUTH CAROLINA","Charleston County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2009-11-09"
"lexingtoncountysheriffsoffice","SOUTH CAROLINA","Lexington County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2010-08-19"
"yorkcountysheriffsoffice","SOUTH CAROLINA","York County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2007-10-16"
"carrolltonpolicedepartment","TEXAS","Carrollton Police Department","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-08-12"
"harriscountysheriffsoffice","TEXAS","Harris County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-07-20"
"webercountysheriffsoffice","UTAH","Weber County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2008-09-22"
"princewilliammanassasregionaljail","VIRGINIA","Prince William-Manassas Regional Jail","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2007-07-09"
"shenandoahcountysheriffsoffice","VIRGINIA","Shenandoah County Sheriff's Office","ICE fact-sheet roster","2012-12-31","Jail Enforcement; signed 2007-05-10"
"etowahcountysheriffsoffice","ALABAMA","Etowah County Sheriff's Office","ICE fact-sheet roster","2013-08-07","Jail Enforcement; signed 2013-06-28"
"arizonadepartmentofcorrections","ARIZONA","Arizona Department of Corrections","ICE fact-sheet roster","2013-08-07","Jail Enforcement; signed 2005-09-16"
"mesapolicedepartment","ARIZONA","City of Mesa Police Department","ICE fact-sheet roster","2013-08-07","Jail Enforcement; signed 2013-06-28"
"pinalcountysheriffsoffice","ARIZONA","Pinal County Sheriff's Office","ICE fact-sheet roster","2013-08-07","Jail Enforcement; signed 2013-06-28"
"yavapaicountysheriffsoffice","ARIZONA","Yavapai County Sheriff's Office","ICE fact-sheet roster","2013-08-07","Jail Enforcement; signed 2008-03-10"
"bentoncountysheriffsoffice","ARKANSAS","Benton County Sheriff's Office","ICE fact-sheet roster","2013-08-07","Jail Enforcement; signed 2013-06-28"
